index	topic	tweets	date	username	likes	retweets	replies	hashtags	class
2166	Surat Suara Tanpa Tanda Tangan	"Ketika masuk bilik suara, pastikan surat suara yang Kamu pegang ada tanda tangan KPPS. Kalau tidak ada lapor ke petugas atau minta tandatangan KPPS. }---&gt; #SuratSuara #KPPS #Pilpres2019 #OpiniVideo &gt;&gt; Simak artikel/video lain yang menarik di http://Opini.id &lt;&lt;"	2019-04-05 13:55:38+00:00	OPINI_id	14	20	0	#SuratSuara #KPPS #Pilpres2019 #OpiniVideo	True News
2167	Surat Suara Tanpa Tanda Tangan	Teman-teman, mhn bantu viralkan. kalau tidak ada tanda tangan KPPS di surat suara segera kembalikan. karena surat suara tanpa tanda tangan KPPS tidak sah. BANYAK YANG TIDAK TAHU.. #PrabowoBentengNKRI #Pemilih02PemilihCerdas	2019-04-02 15:17:47+00:00	EncNug	7	11	2	#PrabowoBentengNKRI #Pemilih02PemilihCerdas	True News
2168	Surat Suara Tanpa Tanda Tangan	SURAT SUARA TANPA TANDA TANGAN KPPS [KLARIFIKASI] Berdasarkan laporan yang diterima oleh JSH, warginet melaporkan sebuah capture unggahan dari sangkur_komando7 Capture tersebut berisi Foto kertas suara tanpa tanda tangan KPPS disertai... Selengkapnya di http://bit.ly/2YRCNUj	2019-04-05 11:41:22+00:00	jabarsaberhoaks	9	10	0		True News
2169	Surat Suara Tanpa Tanda Tangan	"Cek Surat suara&amp;tanda tangan kpps,sbelum dicoblos https://nasional.kompas.com/read/2019/03/12/11180681/kpu-gelar-simulasi-pemungutan-dan-penghitungan-suara"	2019-04-02 13:04:35+00:00	setiapancasila	3	3	1		True News
2170	Surat Suara Tanpa Tanda Tangan	Apakah benar nanti di surat suara harus ada tanda tangan KPPS? Kalau tdk ada dikembalikan karena tidak sah? Banyak beredar di pesan WA kalau menerima yg kosong harus dikembalikan... Sebelum2 nya saya ga pernah cek 🤦‍♂️🤦‍♂️ @KPU_ID @KPU_RI	2019-04-02 09:06:59+00:00	Gun4w4nAhokers	3	3	0		True News
2171	Surat Suara Tanpa Tanda Tangan	yang kasih surat suara KPPS 1. memang wajib menyerahkan sambil tunjukan tanda tangan di kertas suara.kalo ada yang ga nunjukan, baru cek. karena letak ttd ada di lipatan luar.	2019-04-02 14:41:44+00:00	Teguh79	4	1	2		True News
2172	Surat Suara Tanpa Tanda Tangan	Hal Kecil namun Penting Untuk nti pas saat pencoblosan Cek & ricek sekilas Kalau tdk ada TTD KPPS di surat suara, kembalikan ya Surat Suara yg tdk ada tanda tangan KPPS nya, Tdk Sah yaa.. Menjaga..ORANG BANYAK YG GAK TAHU 🙏🏼 #ArusBesarMenujuPerubahan✊🏼👆🏻✌🏻	2019-04-03 01:36:36+00:00	DQyu7	3	1	0	#ArusBesarMenujuPerubahan	True News
2173	Surat Suara Tanpa Tanda Tangan	Bocoran Dri Kubu 01 Jdi Buat Wajib Pilih Mohon Perhatikan Kertas Suaranya Tanda Tangan Ketua KPPS Di Kertas Suara Itu Penting Wajib teliti ya periksa surat suaranya sudah ditandatangani apa blm!!!👈 #TusukPrabowoSandi #Tutup01Tusuk02	2019-04-05 11:24:21+00:00	gw_radikal	2	1	0	#TusukPrabowoSandi #Tutup01Tusuk02	True News
2174	Surat Suara Tercetak	Mbok yg cerdas mikirnya.. kesepakatan pembuatan surat suara ke pihak pencetak saja blm selesai.. kok suruh nunjukin surat suaranya.. ya surat suara resmi dr @KPU_ID blm ada dan belum tercetak.. kalo ada 7 kontainer surat suara tercoblos, brarti yg buat surat suara siapa..??😅😂👆	2019-01-09 12:38:21+00:00	muniwatonnyata	4	0	1		Other 1
2175	Surat Suara Tercoblos Bantul	Bawaslu Temukan 10 Surat Suara Tercoblos di Bantul http://republika.co.id/berita/nasional/umum/19/04/17/pq46z0349-bawaslu-temukan-10-surat-suara-tercoblos-di-bantul	2019-04-17 16:54:36+00:00	republikaonline	92	53	7		True News
2176	Surat Suara Tercoblos Bantul	Anggota Bawaslu DIY, Sutrisnowati menyebut ada sebanyak 10 surat suara Pemilihan Presiden dan Wakil Presiden (PPWP) yg sdh tercoblos utk pasangan 02. Temuan ini ada di TPS 41 Tamantirto, Kecamatan Kasihan, Bantul. #JokowiAminSudahMenang	2019-04-18 15:48:29+00:00	woelannnn	27	30	2	#JokowiAminSudahMenang	True News
2177	Surat Suara Tercoblos Bantul	Bawaslu Temukan 10 Surat Suara Tercoblos di Bantul 	2019-04-17 16:55:37+00:00	PutraErlangga_	15	8	2		True News
2178	Surat Suara Tercoblos Bantul	Bawaslu DIY menemukan 10 surat suara untuk pilpres di TPS 41 Tamantirto, Kecamatan Kasihan, Kabupaten Bantul, sudah dalam keadaan tercoblos. Surat-surat suara tersebut tercoblos paslon 02, Prabowo-Sandi. #KemenanganJokowiAmin	2019-04-18 08:10:10+00:00	woelannnn	5	3	2	#KemenanganJokowiAmin	True News
2179	Surat Suara Tercoblos Bantul	Kumpulan berita kecurangan kubu 02 1. Surat suara tercoblos 02 di Bantul 	2019-04-19 11:59:01+00:00	SyafrinaldiP	0	0	2		True News
2180	Surat Suara Tercoblos Bantul	Itu Total surat suara kecoblos 4, rinciannya: 3 tercoblos Jokowi, 1 Prabowo. Ada orang nyoblos 20x utk Prabowo, di Bantul surat suara udh tercoblos 02 jg udah dilaporin. Temuan surat tercoblos di Malaysia bener2 udah dianggap ga layak, dibuang, disaksikan 2 kubu. 	2019-04-18 06:14:07+00:00	dhanymemar	0	0	2		Other 2
2181	Surat Suara Tercoblos Banyuasin	KECURANGAN #SumateraSelatan 17/4/19 Surat suara sudah tercoblos nol satu di TPS 3 Soak Baru, Kecamatan Sekayu, Kabupaten Musi Banyuasin, Sumatera Selatan. #JagaTPSKawalHasilSuara	2019-04-17 03:10:15+00:00	MSApunya	500	484	43	#SumateraSelatan #JagaTPSKawalHasilSuara	True News
2182	Surat Suara Tercoblos Banyuasin	Ditemukan Surat Suara Tercoblos 01 di TPS Musi Banyuasin, Palembang #TheVictoryOfPrabowo https://www.gelora.co/2019/04/ditemukan-surat-suara-tercoblos-01-di.html	2019-04-17 08:13:47+00:00	geloraco	13	13	0	#TheVictoryOfPrabowo	True News
2183	Surat Suara Tercoblos Banyuasin	Ditemukan Surat Suara Pilpres 2019 Sudah Tercoblos 01 di Musi Banyuasin http://dlvr.it/R2yrqc	2019-04-17 05:49:02+00:00	merdekadotcom	4	6	0		True News
2184	Surat Suara Tercoblos Banyuasin	Surat suara sudah tercoblos duluan di TPS 3 Soak Baru, Kecamatan Sekayu Kabupaten Musi Banyuasin. #TheVictoryOfPrabowo	2019-04-17 02:47:35+00:00	Deri_hermawan89	7	5	2	#TheVictoryOfPrabowo	True News
2185	Surat Suara Tercoblos Banyuasin	Ditemukan Surat Suara Tercoblos 01 di TPS Musi Banyuasin, Palembang #Pemilu2019 #BismillahInsyaAllahPrabowo #JagaTPSKawalHasilSuara #TheVictoryOfPrabowo http://bit.ly/2ICMgZW	2019-04-17 08:27:08+00:00	demokrasicoid	7	5	0	#Pemilu2019 #BismillahInsyaAllahPrabowo #JagaTPSKawalHasilSuara #TheVictoryOfPrabowo	True News
2186	Surat Suara Tercoblos Banyuasin	Jakarta,jayapura dan Musi Banyuasin,..didapat surat suara sudah tercoblos..01...@KPU_ID ,@bawaslu_RI ,@DivHumas_Polri ..mohon ditindaklanjuti.trms	2019-04-17 03:54:05+00:00	mad_pecci	3	4	0		True News
2187	Surat Suara Tercoblos Banyuasin	😡😡😡😡😡 Surat suara Pilpres 2019 tercoblos ditemukan di Kabupaten Musi Banyuasin, Sumatera Selatan. Semua yang tercoblos terjadi pada gambar calon presiden dan wakil presiden 01 Joko Widodo- Ma'ruf Amin. #TheVictoryOfPrabowo	2019-04-17 07:45:12+00:00	JamanSulit	6	1	0	#TheVictoryOfPrabowo	True News
2188	Surat Suara Tercoblos Banyuasin	KPU bakal Selidiki Kabar Surat Suara Sudah Tercoblos di Banyuasin https://www.jawapos.com/nasional/politik/17/04/2019/kpu-bakal-selidiki-kabar-surat-suara-sudah-tercoblos-di-banyuasin/	2019-04-17 09:17:01+00:00	jawapos	2	1	0		True News
2189	Surat Suara Tercoblos Cipondoh	#Banten 17/4/19 KECURANGAN Surat suara sdh dicoblos duluan untuk nol satu, di TPS 65, kelurahan Cipondoh makmur, Tangerang, Banten 	2019-04-17 03:53:47+00:00	MSApunya	2375	2144	238	#Banten	True News
2190	Surat Suara Tercoblos Cipondoh	RT @MSApunya #Banten 17/4/19 KECURANGAN Surat suara sdh dicoblos duluan untuk nol satu, di TPS 65, kelurahan Cipondoh makmur, Tangerang, Banten 	2019-04-17 08:09:09+00:00	verosian_art	2	2	0	#Banten	True News
2191	Surat Suara Tercoblos Cipondoh	Surat Suara Tercoblos Paslon 01, Anggota KPPS Cipondoh Tangerang Sortir Ulang #TauCepatTanpaBatas #Pemilu2019 #GueGakGolput.	2019-04-17 07:09:09+00:00	okezonenews	0	2	0	#TauCepatTanpaBatas #Pemilu2019 #GueGakGolput	True News
2192	Surat Suara Tercoblos Cipondoh	#Banten 17/4/19 KECURANGAN Surat suara sdh dicoblos duluan untuk nol satu, di TPS 65, kelurahan Cipondoh makmur, Tangerang, Banten @KPU_ID	2019-04-17 04:39:39+00:00	WasitMedsos4677	3	1	0	#Banten	True News
2193	Surat Suara Tercoblos Riau	Seorang pemuda di Riau ditangkap karena mencoblos 20 surat suara untuk paslon 02. Pemuda itu mengambil sendiri 20 surat suara yang ia coblos. Hmm... https://kumparan.com/selasar-riau/pemuda-di-riau-ditangkap-karena-coblos-20-surat-suara-untuk-paslon-02-1quXv6oaArO	2019-04-18 11:45:51+00:00	sabaiX	2	2	1		True News
2194	Surat Suara Tercoblos Surabaya	"Video surat suara yang disebut tercoblos di Surabaya viral di media sosial. Kini seorang Panwas memastikan surat suara tersebut bukan tercoblos tapi rusak. Begini penuturannya: #Pemilu2019 #Pilpres2019 #SuratSuaraTercoblos https://news.detik.com/berita-jawa-timur/d-4514862/viral-surat-suara-di-surabaya-panwas-bukan-tercoblos-tapi-rusak?utm_content=detikcom&amp;utm_term=echobox&amp;utm_medium=oa&amp;utm_campaign=detikcomsocmed&amp;utm_source=Twitter#Echobox=1555494661"	2019-04-17 10:06:40+00:00	detikcom	41	33	26	#Pemilu2019 #Pilpres2019 #SuratSuaraTercoblos	True News
2195	Surat Suara Tercoblos Surabaya	"Penemuan surat suara tercoblos yang viral di media sosial terjadi di Surabaya. Kini, seorang Panwas memastikan surat suara tersebut bukan tercoblos, tapi rusak. Begini keterangannya: #Pemilu2019 #Pilpres2019 https://news.detik.com/berita-jawa-timur/d-4514862/viral-surat-suara-di-surabaya-panwas-bukan-tercoblos-tapi-rusak?utm_content=detikcom&amp;utm_term=echobox&amp;utm_medium=oa&amp;utm_campaign=detikcomsocmed&amp;utm_source=Twitter#Echobox=1555494784"	2019-04-17 10:04:13+00:00	detikcom	33	23	2	#Pemilu2019 #Pilpres2019	True News
2196	Surat Suara Tercoblos Surabaya	"Panwaslu Buka Suara Kasus Surat Suara Tercoblos di Surabaya http://cnn.id/387342?utm_source=twitter&amp;utm_medium=oa&amp;utm_content=cnnindonesia&amp;utm_campaign=cmssocmed"	2019-04-17 11:22:31+00:00	CNNIndonesia	12	8	3		False News
2197	Surat Suara Tercoblos Surabaya	[SALAH] Surat suara di Surabaya tercoblos untuk capres nomor urut 01 #cekfaktaPemilu2019	2019-04-17 11:49:20+00:00	tempocekfakta	3	5	1	#cekfaktaPemilu2019	True News
2198	Survei Pilpres Kompas	untuk diketahui >>> [HOAKS] Hasil Survei Balitbang Kompas untuk Pilpres 2019 http://kom.ps/AFyv8M	2019-02-08 04:56:44+00:00	beginu	1	3	0		True News
2199	Survei Pilpres Kompas	[HOAKS] Hasil Survei Balitbang Kompas untuk Pilpres 2019 http://kom.ps/AFyv8M	2019-02-08 06:25:49+00:00	triwul82	3	1	0		True News
2200	Sweeping Soloraya	Masih kurang apa? Pake nasbung sudah... Pake uang sudah.... Pake kartu sudah... Pake aparat sudah... Pake BUMN sudah... Masih kurang puas....sekarang pake sweeping pendukung 02 yg akan kampanye di Solo...ini seperti psikopat. Pantes keliatan kurang tidur #PrabowoMenyapaSolo	2019-04-10 06:54:54+00:00	IpungLombok	37	28	7	#PrabowoMenyapaSolo	False News
2201	Sweeping Soloraya	abaikan sweeping, pendukung memenuhi lapangan..... Tonton siaran @Gerindra: KampanyeTerbukaPrabowoSubianto -Solo #PrabowoMenyapaSolo	2019-04-10 06:57:02+00:00	IpungLombok	33	11	1	#PrabowoMenyapaSolo	Other 2
2202	Syarat Presiden Menang 17 Provinsi	Jadi dlm pasal tsb ada 3 syarat utk memenangkn Pilpres : 1. Suara lebih dr 50% 2. memenangkn suara di 1/2 jumlah provinsi (17 Provinsi) 3. Di 17 Provinsi lainnya yg kalah minimal suara 20% Syarat ini mmg dibuat agr presiden trpilih mmpnyai acceptibility yg luas di brbagai daerah	2019-04-20 02:21:39+00:00	DonAdam68	141	127	46		False News
2203	Syarat Presiden Menang 17 Provinsi	President terpilih adalah Paslon yg suara lbh dr 50% dgn jumlah suara dgn min 20% di setengah provinsi yg tersebar di seluruh Indonesia (17 provinsi dr 34 Provinsi).... jadi Presiden kita udah tau siapa khan!!! Sebarkan 	2019-04-20 21:23:48+00:00	vintenas	151	75	13		False News
2204	Syarat Presiden Menang 17 Provinsi	"Terjemah UUD 1945 Pasal 6A ayat (3), sederhananya seperti ini: Pak @prabowo &amp; Bang @sandiuno akan jadi Presiden &amp; Wakil Presiden RI 2019-2024 jika: ✅Menang suara nasional [&gt;] 50% ✅Yang 50% tersebut [&gt;] 17 provinsi ✅Di provinsi² tesebut perolehan suara [&gt;] 20%. 😇😇"	2019-04-20 07:49:50+00:00	Heine_Nababan	71	24	11		False News
2205	Syarat Presiden Menang 17 Provinsi	Syarat menang presiden menurut UUD 1945 Pasal 6A Ayat 3 1. Suara lebih dari 50% 2. memenangkan suara di 1/2 jumlah provisnsi (17 Provinsi) 3. Di 17 Provinsi lainnya yg kalah minimal punya suara 20% @jokowi tdk dapat ! @wiranto1947 berpihaklah pd rakyat ! #KpuJanganCurang	2019-04-20 02:57:23+00:00	dodol2019	29	24	7	#KpuJanganCurang	False News
2206	Syarat Presiden Menang 17 Provinsi	Syarat untuk menjadi Pemenang Pemilihan Presiden, menurut UUD 1945 Pasal 6A Ayat 3 1. Suara lebih dari 50% 2. Memenangkan suara di 1/2 jumlah Provinsi (17 Provinsi) 3. Di 17 Provinsi lainnya yg kalah, Paslon minimal punya suara 20% #KpuJanganCurang #SaveOurDemocracy	2019-04-20 03:24:13+00:00	RantingDesa	21	19	3	#KpuJanganCurang #SaveOurDemocracy	False News
2207	Syarat Presiden Menang 17 Provinsi	Ribut apalagi sekarang ? Hoax pesan berantai yg isinya ttg jokowi tdk bs jd presiden krna walopun menang 56% tetapi jumlah provinsinya tdk mencapai 50% atau tdk menang di batas minimal 17 provinsi. Sekali lagi ini HOAX ya..	2019-04-22 12:52:03+00:00	LKatresnan	10	8	4		True News
2208	Syarat Presiden Menang 17 Provinsi	1. Suara lebih dari 50% 2. memenangkan suara di 1/2 jumlah provisnsi (17 Provinsi) 3. Di 17 Provinsi lainnya yang kalah minimal suara 20% Syarat ini memang dibuat agar presiden terpilih mempunyai acceptibility yang luas di berbagai daerah. 	2019-04-24 12:13:20+00:00	elangbc	12	6	0		False News
2209	Syarat Presiden Menang 17 Provinsi	apabila Jokowi mendptkan 51% suara blm tentu jadi presiden: karena hrs memenuhi syarat: pasal 6A ayat 3 UUD 1945. - suara lbh dari 50% - memenangkan suara di 1/2 jumlh provinsi (17 provinsi). - di 17 provinsi lainnya yg kalah mininal suara 20%	2019-04-25 08:49:34+00:00	SofyanSugandhi9	3	4	1		False News
2210	Syarat Presiden Menang 17 Provinsi	Jokowi tetap akan jd presiden indonesia ke 8 krna perolehan suaranya trtinggi (nunggu hasil KPU aja deh ) walopun menangnya tdk di 17 provinsi.. Persyaratan pemenang pilihan presiden harus di atas 51% dan lbh dari 17 provinsi berlaku hanya ketika calonnya lebih dari 2 pasang...	2019-04-22 12:56:39+00:00	LKatresnan	2	2	2		True News
2211	Syarat Presiden Menang 17 Provinsi	"tersebar dilebih dari setengah jumlah provinsi di Indonesia dilantik menjadi Presiden dan Wakil Presiden."" Pasal tersebut ada 3 syarat memenangkan Pilpres : 1. Suara lebih dari 50% 2. memenangkan suara di 1/2 jumlah provisnsi (17 Provinsi) 3. Di 17 Provinsi lainn yg kalah min.20%"	2019-04-20 03:01:20+00:00	RFauzy5	2	1	0		False News
2212	Syarat Presiden Menang 17 Provinsi	Kl g dungu bkn cebong nmnya, syarat jd presiden tu memperoleh 20% minimal di 17 wilayah di indonesia dan memperoleh 50%+1 Sdgkn si kodok ga mencapai minimal perolehan 20% di beberapa wilayah di indonesia, menang jg cm di 15 provinsi, peraturan no 7 thn 2017 itu jelas mngatur	2019-04-23 12:56:02+00:00	bebobo064	0	0	2		Other 2
2213	Syekh Ali Jaber Jokowi	Tabayyun akhi... Jikah inih betul, hormati pilihan belio 😊 Syekh Ali Jaber Merapat Ke Jokowi, Alumni 212 Panas Dingin http://www.kamiskot.com/2018/12/syekh-ali-jaber-merapat-ke-jokowi.html	2018-12-27 13:36:45+00:00	bangyupi_006	0	5	5		False News
2214	Tabligh Akbar Doa Bangsa	Lagu Indonesia Raya berkumandang terlebih dahulu di Tabligh Akbar Doa Untuk Bangsa. Mari berdoa agar negeri ini lepas dari bencana yang berkelanjutan. Semoga Allah Ta'ala mengampuni dosa kita semua. Aamiin YRA.. 🙏 #TablighAkbarDoaUntukBangsa #AdilMakmur	2018-09-29 16:09:23+00:00	UtuhWibowo	226	125	5	#TablighAkbarDoaUntukBangsa #AdilMakmur	Other 1
2215	Tabligh Akbar Doa Bangsa	Panglima TNI Melaksanakan Tabligh Akbar dan Doa Bersama #TablighAkbar #DoaBersama	2018-10-01 05:06:28+00:00	Puspen_TNI	80	44	1	#TablighAkbar #DoaBersama	Other 1
2216	Tabligh Akbar Doa Bangsa	"[SALAH] Video di post ""Tabligh Akbar Doa Untuk Bangsa 29 September 2018"" Dua dari gabungan beberapa potongan video yang digunakan oleh post sumber adalah dokumentasi acara di tanggal lain, ... Selengkapnya di bagian PENJELASAN dan REFERENSI. http://bit.ly/2Qkqg6O #LawanHoax"	2018-09-30 09:06:55+00:00	TurnBackHoax	6	27	0	#LawanHoax	True News
2217	Tabligh Akbar Doa Bangsa	Saya berada di tenda Front TV bersama bang Re dalam acara Tabligh Akbar Doa untuk keselamatan bangsa di Monas Jakarta Insya Allah UAS Hadir... Allahu Akbar !! 	2018-09-29 12:50:25+00:00	Rositfpi	94	20	0		Other 1
2218	Tabligh Akbar Doa Bangsa	Tabligh Akbar dan Doa Bersama untuk Rayakan HUT TNI ke73 https://goo.gl/bvUhLS	2018-09-30 06:54:05+00:00	temponasional	5	4	0		Other 2
2219	Tabligh Akbar Doa Bangsa	"Masya ALLAH... ALLAHU AKBAR.!!! ""Tabligh akbar dan Doa Untuk Keselamatan Bangsa dan Al Habib Muhammad Rizieq Syihab yang sedang di Dzolimi - MONAS - 29/9/2018."" @NetizenFPI @Intel_FPI @Informasi_FPI @LembagaF #KamiBersamaHRS #2019GantiPresiden #2019PrabowoSandi"	2018-09-30 01:59:41+00:00	Rositfpi	5	3	0	#KamiBersamaHRS #2019GantiPresiden #2019PrabowoSandi	False News
2220	Tabligh Akbar Doa Bangsa	Tabligh Akbar dan Doa Bersama Di Pamekasan, Madura Jawa Timur 	2018-10-02 03:57:02+00:00	87_Jul4i	9	2	0		False News
2221	Tabligh Akbar Doa Bangsa	Mabes TNI Cilangkap, Jakarta menggelar Tabligh Akbar dan Doa Bersama, dalam rangka HUT TNI ke 73. Sejumlah petinggi TNI dan Polri hadir mengikuti acara tersebut, Minggu (30/9/2018) sore. (Joi) #ElshintaPeduli	2018-09-30 11:14:08+00:00	RadioElshinta	6	2	0	#ElshintaPeduli	Other 2
2222	Tabligh Akbar Doa Bangsa	Yaah gaa seruu .... Kl mau berdoa, sholat jamaah atw tabligh akbar , doa untuk bangsa yaa monggo silahkan .. Tp kl pake cara2 fitnah begini , maaf aja apa yg loe lakuin itu lebih jahat dari rangga .. Ini udah temennya setan 😐🤔 	2018-09-30 08:17:03+00:00	nyoshan	2	2	0		Other 1
2223	Tabligh Akbar Doa Bangsa	Merinding.. Doa Muhabalah Gus Nur Tabligh Akbar Monas 29 Sep 2018 #KamiBersamaHRS	2018-09-30 04:46:50+00:00	SukaBasaBasi	3	1	1	#KamiBersamaHRS	False News
2224	Tabligh Akbar Doa Bangsa	Saya Alumni 212 Hadir pada tabligh Akbar Doa untuk bangsa dan Ayahanda habaib @RizieqSyihabFPI pada sabtu 29092018. Saya selalu berdoa untuk kesehatan ,keberkahan, kekuatan hati dan jiwa serta istiqomah dalam perjuangan membela islam untuk beliau. Amin @Informasi_FPI @Kings4fir	2018-09-30 10:24:31+00:00	Prabow0Fans	5	0	0		Other 2
2225	Tabligh Akbar Doa Bangsa	"Dokumentasi semalam Tabligh Akbar dan Doa Bersama TNI POLRI. @Mabes TNI Cilangkap https://www.instagram.com/p/BoYL4aIhoVX/?utm_source=ig_twitter_share&amp;igshid=1pt3u1j53u7a0"	2018-10-01 04:57:42+00:00	AMKudus	2	0	0		Other 2
2226	Tabligh Akbar Doa Bangsa	Saya hadir dimonas ikut Tabligh Akbar, Doa Keselamatan utk Negeri dan Habib Rizieq Syihab. TIDAK dibayar ongkos sendiri. Karena CINTA KEPADA NKRI, CINTA KEPADA ULAMA dan HABAIB... Camkan itu....	2018-09-29 17:54:25+00:00	teman_02	2	0	0		False News
2227	Tabligh Solo Dihalang Polisi	Pagi tadi, di Kota Solo, kotanya Pakde, Giat Tabligh Akbar PA 212 dalam rangka ADIL MAKMUR NKRI... Lautan umat muslim Solo Raya memadati Kawasan protokol Jl. Slamet Riyadi Surakarta.... Tidak ada TV yg menyiarkan. POSISI PAKDE @jokowi disolo semakin Terancam 	2019-01-13 13:20:24+00:00	Bravo_19PAS	8	5	0		Misleading News
2228	Tabligh Solo Dihalang Polisi	"Kubu Jokowi Persoalkan Kampanye Ganti Presiden di Tabligh Akbar 212 Solo https://soloraya.solopos.com/read/20190113/489/964946/kubu-jokowi-persoalkan-kampanye-ganti-presiden-di-tabligh-akbar-212-solo?utm_source=dlvr.it&amp;utm_medium=twitter"	2019-01-13 14:44:34+00:00	soloposdotcom	3	0	4		Other 1
2229	Tabligh Solo Dihalang Polisi	Ada Skenario Tabligh Akbar PA 212 Solo Seolah Dihalangi Polisi, Aslinya Ilegal tanpa Izin https://pojoksatu.id/news/berita-nasional/2019/01/14/ada-skenario-tabligh-akbar-pa-212-solo-seolah-dihalangi-polisi-aslinya-ilegal-tanpa-izin/	2019-01-14 08:29:42+00:00	WillyPrakarsa9	1	0	3		True News
2230	Tabligh Solo Dihalang Polisi	Itu ada link tabligh akbar Solo dari Tempo. Yaa baca dan substansial dong. Sekali lagi, you ga terima keberadaan fenomena itu boleh saja, tapi jangan stupid.	2019-01-13 08:50:50+00:00	ale_thalib	0	0	2		Other 1
2231	Tagar Prabowo Bersama HTI	Lagi trend tagar #PrabowoBersamaHTI ya ?? Kan dari dulu sudah dibilang. Pilpres 2019 itu bukan pertarungan @jokowi vs @prabowo. Tetapi pertarungan NKRI versus HTI. Dan saya tidak akan pernah bersama HTI. Sekarang maupun selamanya ☕☕	2018-10-26 16:02:35+00:00	Dennysiregar7	3075	975	412	#PrabowoBersamaHTI	Misleading News
2232	Tagar Prabowo Bersama HTI	marak tagar #PrabowoBersamaHTI Akankah Prabowo mewujudkan cita cita HTI membentuk negara Khilafah dengan mengganti dasar negara Pancasila? #PrabowoBersamaHTI #JokowiBersamaCucu #SBYBersamaFerdinand	2018-10-26 10:19:41+00:00	TheArieAir	184	124	52	#PrabowoBersamaHTI #PrabowoBersamaHTI #JokowiBersamaCucu #SBYBersamaFerdinand	False News
2233	Tagar Prabowo Bersama HTI	gak ada tagar-tagaran pun sudah jelas: HTI dukung Prabowo, dan Prabowo dukung HTI, kan? sama-sana butuh sekutu, sama-sama perlu suara. jika HTI ingin ganti bentuk negara, Prabowo diam saja, kira-kira apa maknanya???	2018-10-27 07:17:58+00:00	blontankpoer	5	4	2		False News
2234	Tagar Prabowo Bersama HTI	Jangan dikasih tagar Prabowo Bersama hti nya, biar ga ikutan naik. #PrabowoBersamaUlama	2018-10-26 14:08:44+00:00	dewiwulandari80	5	3	0	#PrabowoBersamaUlama	Other 1
2235	Tagar Prabowo Bersama HTI	Lagi trend tagar #PrabowoBersamaHTI ya ?? Kan dari dulu sudah dibilang. Pilpres 2019 itu bukan pertarungan jokowi vs prabowo. Tetapi pertarungan NKRI versus HTI. Dan saya tidak akan pernah bersama HTI. Sekarang maupun selamanya ☕☕#TetapNKRItetapPansilac	2018-10-26 16:06:41+00:00	samsul041	3	2	0	#PrabowoBersamaHTI #TetapNKRItetapPansilac	Misleading News
2236	Tagar Prabowo Bersama HTI	Ada tagar prabowo bersama hti??? Laah kan dah dibubarin? #PrabowoBersamaUlama #PrabowoBersamaUlama	2018-10-26 11:47:39+00:00	andre_qoje	1	2	2	#PrabowoBersamaUlama #PrabowoBersamaUlama	True News
2237	Tagar Prabowo Bersama HTI	Mungkinkah @prabowo yg mantan Danjen @penkopassus bersama HTI? Apakah HTI memanfaatkan Prabowo dlm Pilpres2019 dan muncul tagar #PrabowoBersamaHTI? Atau saling memanfaatkan demi kekuasaan? Yg pasti NKRI hrs tetap tegak berdiri! Enyahkan HTI/PKI/FPI/DI-TII/PRRI-Permesta dari RI!	2018-10-26 22:24:07+00:00	EtiRihana	2	1	0	#PrabowoBersamaHTI	False News
2238	Tagar Prabowo Bersama HTI	Dan lalu oleh ebong2 gerombolan loe , dibikin tagar Prabowo Bersama HTI 😀😀	2018-10-30 07:27:53+00:00	BinNuh_	0	1	2		Other 2
2239	Tagar Prabowo Bersama HTI	Kapan bisa diklarifikasi dan menolak tagar #PrabowoBersamaHTI pak ?! Apakah HTI mendukung anda oke2 saja asal ikut kasih suara di Pilpres atau gimana ?	2018-10-28 07:35:08+00:00	Widyarenee	3	0	1	#PrabowoBersamaHTI	Other 2
2240	Tagar Prabowo Bersama HTI	"Media"" ikut mengaungkan tagar tuduhan terhdapa @prabowo bersama HTI. bukankah HTI sudah di bubarkan pemerintah ?? Kenapa HTI trus menjadi tumbal ?? Mereka juga saudara kita. Dan prabowo bersama Ulama. #PrabowoBersamaUlama"	2018-10-27 02:20:23+00:00	1ndra5ikumbang	3	0	0	#PrabowoBersamaUlama	Other 1
2241	Tagar Prabowo Bersama HTI	Makanya pak, tegas dikit kalau ada spanduk HTI ada tagar ganti presiden, apalagi ada nama bapak disana. Tegas dong biar gk dibilang dukung HTI	2018-10-29 12:28:34+00:00	KopiJahe9	2	0	1		Other 2
2242	Tagar Prabowo Bersama HTI	Betul akun robot mayoritas masuk di tagar Prabowo bersama HTI	2018-10-27 06:20:39+00:00	hardiman3431	2	0	1		Other 1
2243	Tagar Prabowo Bersama HTI	""" Justru itu Prof Romli msh ada rasa Empati dan peduli sama Prabowo 'sehingga tulisannya pakai "" Tagar ""bukan 👉#' Tapi HTI and The Genk lah ' yg menjerumuskan Prabowo .....ingat itu mikiiiirrr"	2018-10-27 01:00:17+00:00	Music_Bios70	2	0	1		Other 1
2244	Tempo Bencana Tertinggi Jokowi	Bencana dari zaman orba sd sekarang Soeharto (32thn) 96 kali bencana Gusdur (1thn 8bln) 3 kali bencana Megawati (3thn ) 14 kali bencana SBY (10thn) 76 kali bencana Jokowi (4thn) 332 kali bencana Sumber :tempo 	2018-12-25 00:08:37+00:00	MerdekaBrojoe	13	21	1		False News
